iter	Logloss
854	0.2917115745
855	0.2916483222
856	0.2916103205
857	0.2914741565
858	0.2913421348
859	0.2912603402
860	0.2911377334
861	0.2909683292
862	0.2909013452
863	0.2908057177
864	0.2906731233
865	0.290595099
866	0.2905279915
867	0.2903311153
868	0.2902739042
869	0.290222766
870	0.2901435586
871	0.2900200153
872	0.2898850122
873	0.2897823992
874	0.2896909534
875	0.2895962348
876	0.2895419908
877	0.2894712126
878	0.2893643745
879	0.2892929571
880	0.2892025215
881	0.2891205254
882	0.2890395839
883	0.2889976387
884	0.2888919562
885	0.2887771471
886	0.2886863368
887	0.2886136873
888	0.2884830845
889	0.2883123381
890	0.2882379482
891	0.2881705862
892	0.2881178522
893	0.2880547653
894	0.2879859698
895	0.2879406749
896	0.2878679613
897	0.2877577156
898	0.2876576599
899	0.2875621526
900	0.2874834577
901	0.2873825268
902	0.2872217336
903	0.2871179301
904	0.2870228826
905	0.2868711829
906	0.2868317731
907	0.2867363548
908	0.2866651624
909	0.2866000977
910	0.2864993434
911	0.2864255462
912	0.2862943188
913	0.2861948872
914	0.2860805329
915	0.2859923013
916	0.2858974868
917	0.2857834482
918	0.2856890619
919	0.2855953051
920	0.2855319966
921	0.2854703304
922	0.2854003156
923	0.285328657
924	0.2852526618
925	0.2852071131
926	0.2851301545
927	0.2850202159
928	0.2849145579
929	0.2848377325
930	0.284814969
931	0.2847388122
932	0.2846203217
933	0.2845810105
934	0.2844880673
935	0.2844042817
936	0.2843297282
937	0.2842342129
938	0.2841684338
939	0.2840153088
940	0.2839315698
941	0.2838220262
942	0.2837093814
943	0.2836122424
944	0.2835597402
945	0.2835034279
946	0.2834519939
947	0.2833717644
948	0.283307021
949	0.2831986469
950	0.2830925076
951	0.2830072003
952	0.2829445477
953	0.2829007372
954	0.2828095465
955	0.2826776433
956	0.282591775
957	0.2824922543
958	0.2824159832
959	0.2823498915
960	0.2822360835
961	0.2820594311
962	0.2819700232
963	0.2819075201
964	0.2817982802
965	0.2817411437
966	0.2816101311
967	0.2815310527
968	0.2814544125
969	0.2814136653
970	0.2813322621
971	0.2812692009
972	0.2811599111
973	0.2811068754
974	0.2810659105
975	0.2809624134
976	0.2809247281
977	0.2808081842
978	0.2807206769
979	0.2806283252
980	0.2805607569
981	0.2804676359
982	0.2804010301
983	0.2802787428
984	0.2801919936
985	0.2800668287
986	0.2799802534
987	0.2799159228
988	0.2798633125
989	0.2797926009
990	0.2797158933
991	0.2796658348
992	0.2795647666
993	0.2795266709
994	0.2794421483
995	0.2793592893
996	0.2793078277
997	0.2792162411
998	0.2790964735
999	0.2790050589
